order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,order_channel,promo_code,order_status
ORD000029,2025-02-25,CUST00302,PROD0138,1,3400,0.191,Credit Card,Mobile App,NONE,Delivered
ORD000030,2025-01-25,CUST00316,PROD0053,1,9650,0.1932,Net Banking,Website,NONE,Delivered
ORD000031,2025-10-04,CUST00983,PROD0166,2,8950,0.1565,Net Banking,Website,WELCOME10,Delivered
ORD000032,2025-03-26,CUST00531,PROD0203,1,2700,0.1856,Debit Card,Mobile App,NONE,Delivered
ORD000033,2025-11-13,CUST00408,PROD0250,1,8200,0.1162,UPI,Mobile App,APPONLY10,Delivered
ORD000034,2025-11-20,CUST00988,PROD0136,2,8500,0.1312,UPI,Website,NONE,Delivered
ORD000035,2025-10-31,CUST00408,PROD0013,1,28500,0.194,Credit Card,Marketplace,BANK5,Delivered
ORD000036,2025-03-08,CUST00009,PROD0003,2,34850,0.1414,UPI,Mobile App,NONE,Delivered
ORD000037,2025-01-14,CUST00351,PROD0020,1,10700,0.1462,Credit Card,Mobile App,NONE,Delivered
ORD000038,2025-06-07,CUST00731,PROD0052,1,11600,0.1413,UPI,Website,NONE,Delivered
ORD000039,2025-11-11,CUST00873,PROD0056,2,14100,0.1107,Net Banking,Mobile App,WELCOME10,Delivered
ORD000040,2025-03-25,CUST00110,PROD0248,1,8700,0.0375,Credit Card,Website,NONE,Delivered
ORD000041,2025-08-22,CUST00432,PROD0127,1,2350,0.1169,UPI,Website,NONE,Delivered
ORD000042,2025-02-26,CUST00141,PROD0117,1,12100,0.1846,UPI,Mobile App,NONE,Delivered
ORD000043,2025-08-06,CUST00821,PROD0276,2,7300,0.0873,COD,Mobile App,BANK5,Delivered
ORD000044,2025-10-10,CUST00008,PROD0121,1,5600,0.1106,Credit Card,Website,NONE,Delivered
ORD000045,2025-09-05,CUST00612,PROD0248,1,8700,0.1705,COD,Mobile App,APPONLY10,Delivered
ORD000046,2025-09-23,CUST00144,PROD0172,2,6650,0.0856,UPI,Website,NONE,Delivered
ORD000047,2025-01-14,CUST00118,PROD0162,2,600,0.0334,UPI,Website,WELCOME10,Delivered
ORD000048,2025-02-20,CUST00857,PROD0050,1,19950,0.1457,Credit Card,Website,NONE,Delivered
ORD000049,2025-10-20,CUST00011,PROD0229,2,4650,0.1228,Credit Card,Mobile App,SAVE20,Delivered
ORD000050,2025-02-24,CUST00291,PROD0227,1,4150,0.2336,Debit Card,Marketplace,NONE,Delivered
ORD000051,2025-08-21,CUST00554,PROD0100,1,5450,0.1016,UPI,Mobile App,WELCOME10,Delivered
ORD000052,2025-08-03,CUST00913,PROD0123,1,2400,0.1428,Net Banking,Marketplace,FESTIVE15,Delivered
ORD000053,2025-09-01,CUST00963,PROD0097,1,6850,0.1436,Debit Card,Mobile App,NONE,Delivered
ORD000054,2025-09-05,CUST00213,PROD0052,2,11600,0.207,UPI,Mobile App,NONE,Delivered
ORD000055,2025-01-22,CUST00822,PROD0179,1,4150,0.1286,COD,Mobile App,NONE,Delivered
ORD000056,2025-07-18,CUST00203,PROD0101,1,4800,0.1536,Credit Card,Mobile App,NONE,Delivered
ORD000057,2025-09-17,CUST00232,PROD0050,1,19950,0.0863,Credit Card,Mobile App,SAVE20,Delivered
ORD000058,2025-02-05,CUST00658,PROD0172,1,6650,0.1561,Debit Card,Website,NONE,Delivered
ORD000059,2025-10-30,CUST00988,PROD0277,1,11750,0.1466,Credit Card,Marketplace,NONE,Delivered
ORD000060,2025-03-21,CUST00940,PROD0011,2,27700,0.075,UPI,Mobile App,SAVE20,Delivered
ORD000061,2025-07-04,CUST00213,PROD0147,1,3000,0.1676,UPI,Website,NONE,Delivered
ORD000062,2025-10-06,CUST00815,PROD0137,3,4750,0.2164,Debit Card,Marketplace,NONE,Delivered
ORD000063,2025-10-24,CUST00802,PROD0251,1,550,0.0839,Net Banking,Website,NONE,Delivered
ORD000064,2025-05-01,CUST00934,PROD0003,1,34850,0.1016,Credit Card,Website,NONE,Delivered
ORD000065,2025-05-23,CUST00384,PROD0049,1,32850,0.1746,Debit Card,Mobile App,NONE,Delivered
ORD000066,2025-07-06,CUST00661,PROD0060,1,12800,0.1748,Credit Card,Mobile App,NONE,Delivered
ORD000067,2025-06-05,CUST00144,PROD0031,1,12450,0.0974,Credit Card,Mobile App,FESTIVE15,Delivered
ORD000068,2025-06-26,CUST00699,PROD0155,4,1650,0.0847,UPI,Mobile App,APPONLY10,Delivered
ORD000069,2025-09-04,CUST00755,PROD0073,1,6600,0.1072,UPI,Mobile App,BANK5,Delivered
ORD000070,2025-09-16,CUST00123,PROD0139,2,8100,0.1577,UPI,Mobile App,NONE,Delivered
ORD000071,2025-06-19,CUST00224,PROD0274,3,1700,0.1359,Credit Card,Website,NONE,Delivered
ORD000072,2025-05-11,CUST00891,PROD0090,1,950,0.1181,Wallet,Website,APPONLY10,Delivered
ORD000073,2025-03-12,CUST00744,PROD0187,1,2750,0.1999,UPI,Mobile App,SAVE20,Delivered
ORD000074,2025-01-16,CUST00849,PROD0205,2,3650,0.31,UPI,Website,NONE,Delivered
ORD000075,2025-03-16,CUST00742,PROD0063,1,10650,0.108,Debit Card,Website,APPONLY10,Delivered
ORD000076,2025-10-27,CUST00014,PROD0096,3,3250,0.2187,Credit Card,Mobile App,SAVE20,Delivered
ORD000077,2025-10-03,CUST00774,PROD0141,1,1950,0.2371,UPI,Mobile App,NONE,Delivered
ORD000078,2025-03-08,CUST00697,PROD0129,1,2850,0.0524,UPI,Marketplace,NONE,Delivered
ORD000079,2025-04-07,CUST00095,PROD0018,1,17950,0.0862,Net Banking,Mobile App,NONE,Delivered
ORD000080,2025-08-16,CUST00589,PROD0002,1,32450,0.0517,Credit Card,Website,NONE,Delivered
ORD000081,2025-03-31,CUST00886,PROD0160,1,8050,0.1317,UPI,Mobile App,NONE,Delivered
ORD000082,2025-02-22,CUST00605,PROD0285,1,6050,0.0507,Credit Card,Mobile App,NONE,Delivered
ORD000083,2025-11-18,CUST00337,PROD0048,1,32250,0.0994,Credit Card,Website,NONE,Delivered
ORD000084,2025-09-24,CUST00178,PROD0235,1,700,0.1356,UPI,Mobile App,NONE,Delivered
ORD000085,2025-01-21,CUST00248,PROD0262,1,8050,0.0832,Net Banking,Website,NONE,Delivered
ORD000086,2025-02-23,CUST00599,PROD0293,2,1500,0.115,Debit Card,Website,SAVE20,Delivered
ORD000087,2025-08-01,CUST00072,PROD0018,1,17950,0.0955,Credit Card,Website,WELCOME10,Delivered
ORD000088,2025-09-04,CUST00519,PROD0080,1,1850,0.0729,UPI,Website,NONE,Delivered
ORD000089,2025-03-18,CUST00418,PROD0098,2,10050,0.1868,Net Banking,Mobile App,SAVE20,Delivered
ORD000090,2025-02-24,CUST00928,PROD0248,1,8700,0.0637,Credit Card,Mobile App,BANK5,Delivered
ORD000091,2025-05-27,CUST00648,PROD0214,1,1200,0.0895,Wallet,Mobile App,NONE,Delivered
ORD000092,2025-10-28,CUST00588,PROD0031,1,12450,0.1224,Wallet,Mobile App,NONE, delivered 
ORD000093,2025-05-19,CUST00928,PROD0260,2,10300,0.1358,UPI,Mobile App,SAVE20,Delivered
ORD000094,2025-11-14,CUST00146,PROD0101,1,4800,0.1556,COD,Website,FESTIVE15,Delivered
ORD000095,2025-01-07,CUST00648,PROD0025,1,25000,0.0503,COD,Website,SAVE20,Delivered
ORD000096,2025-10-21,CUST00847,PROD0212,1,2700,0.086,Debit Card,Mobile App,WELCOME10,Delivered
ORD000097,2025-08-25,CUST00852,PROD0093,1,7750,0.0991,UPI,Mobile App,APPONLY10,Delivered
ORD000098,2025-06-01,CUST00771,PROD0065,1,2650,0.1826,UPI,Website,APPONLY10,Delivered
ORD000099,2025-07-24,CUST00155,PROD0185,2,4950,0.1469,Credit Card,Website,NONE,Delivered
ORD000100,2025-07-12,CUST00915,PROD0063,1,10650,0.04,Net Banking,Website,NONE,Delivered
ORD000101,2025-11-13,CUST00408,PROD0165,2,4350,0.2127,Credit Card,Website,WELCOME10,Delivered
ORD000102,2025-07-30,CUST00085,PROD0251,1,550,0.1254,Wallet,Mobile App,SAVE20,Delivered
ORD000103,2025-07-21,CUST00389,PROD0213,1,600,0.0134,UPI,Marketplace,FESTIVE15,Delivered
ORD000104,2025-01-11,CUST00559,PROD0192,2,550,0.1338,Net Banking,Marketplace,NONE,Delivered
ORD000105,2025-04-23,CUST00951,PROD0093,1,7750,0.1315,UPI,Website,NONE,Delivered
ORD000106,2025-09-23,CUST00006,PROD0250,1,8200,0.1454,Debit Card,Website,BANK5,Delivered
ORD000107,2025-06-07,CUST00901,PROD0071,4,7450,0.1081,UPI,Mobile App,APPONLY10,Delivered
ORD000108,2025-08-01,CUST00542,PROD0041,1,25300,0.1529,UPI,Mobile App,NONE,Delivered
ORD000109,2025-01-29,CUST00246,PROD0277,1,11750,0.004,Wallet,Website,WELCOME10,Cancelled
ORD000110,2025-06-24,CUST01000,PROD0006,2,20300,0.237,COD,Mobile App,WELCOME10,Delivered
ORD000111,2025-07-02,CUST00849,PROD0282,1,11750,0.1111,UPI,Website,SAVE20,Delivered
ORD000112,2025-10-24,CUST00020,PROD0153,1,2850,0.1776,COD,Mobile App,NONE,Delivered
ORD000113,2025-09-06,CUST00698,PROD0059,3,28800,0.1216,UPI,Mobile App,FESTIVE15,Delivered
ORD000114,2025-01-04,CUST00477,PROD0042,1,30050,0.1134,Credit Card,Website,NONE,Delivered
ORD000115,2025-05-08,CUST00531,PROD0078,1,6600,0.0127,UPI,Website,NONE,Delivered
ORD000116,2025-08-25,CUST00704,PROD0011,1,27700,0.1124,Credit Card,Website,SAVE20,Delivered
ORD000117,2025-09-02,CUST00343,PROD0191,4,3850,0.0824,Credit Card,Website,FESTIVE15,Delivered
ORD000118,2025-06-25,CUST00350,PROD0154,1,7150,0.0686,Wallet,Website,SAVE20,Delivered
ORD000119,2025-07-10,CUST00903,PROD0001,2,22600,0.0269,COD,Mobile App,NONE,Delivered
ORD000120,2025-03-14,CUST00071,PROD0018,1,17950,0.1481,UPI,Mobile App,NONE,Delivered
ORD000121,2025-12-23,CUST00443,PROD0179,1,4150,0.153,Credit Card,Website,NONE,Delivered
ORD000122,2025-01-05,CUST00385,PROD0105,2,10000,0.1167,Credit Card,Marketplace,SAVE20,Delivered
ORD000123,2025-01-05,CUST00578,PROD0147,4,3000,0.2046,Credit Card,Website,FESTIVE15,Delivered
ORD000124,2025-05-24,CUST00148,PROD0075,1,7300,0.1141,Credit Card,Website,SAVE20,Delivered
ORD000125,2025-09-26,CUST00930,PROD0025,1,25000,0.12,Credit Card,Marketplace,NONE,Delivered
ORD000126,2025-06-27,CUST00920,PROD0190,2,1100,0.067,Net Banking,Website,NONE,Delivered
ORD000127,2025-03-12,CUST00572,PROD0134,1,2500,0.0741,Debit Card,Marketplace,NONE,Processing
ORD000128,2025-10-20,CUST00389,PROD0156,3,3000,0.2698,Wallet,Website,NONE,Delivered
ORD000129,2025-02-26,CUST00156,PROD0046,2,29400,0.161,Credit Card,Mobile App,NONE,Delivered
ORD000130,2025-08-11,CUST00715,PROD0027,1,7800,0.0746,Wallet,Website,NONE,Delivered
ORD000131,2025-02-12,CUST00776,PROD0058,3,6200,0.0976,COD,Mobile App,NONE,Processing
ORD000132,2025-06-26,CUST00942,PROD0298,3,5050,0.1218,UPI,Website,NONE,Delivered
ORD000133,2025-09-04,CUST00480,PROD0107,1,5100,0.0229,COD,Mobile App,SAVE20,Delivered
ORD000134,2025-03-16,CUST00223,PROD0005,3,31400,0.0838,Credit Card,Website,NONE,Delivered
ORD000135,2025-08-03,CUST00080,PROD0255,2,2300,0.1437,UPI,Website,NONE,Delivered
ORD000136,2025-01-22,CUST00428,PROD0197,2,350,0.1281,UPI,Website,FESTIVE15,Delivered
ORD000137,2025-12-09,CUST00972,PROD0160,2,8050,0.1747,UPI,Mobile App,NONE,Delivered
ORD000138,2025-08-18,CUST00911,PROD0150,1,1950,0.0825,UPI,Mobile App,NONE,Delivered
ORD000139,2025-07-24,CUST00647,PROD0042,2,30050,0.1226,Wallet,Website,NONE,Delivered
ORD000140,2025-01-07,CUST00646,PROD0239,1,4000,0.1066,UPI,Mobile App,BANK5,Delivered
ORD000141,2025-01-14,CUST00676,PROD0087,1,6000,0.1103,Credit Card,Marketplace,SAVE20,Delivered
ORD000142,2025-02-09,CUST00727,PROD0056,2,14100,0.0697,UPI,Website,NONE,Delivered
ORD000143,2025-08-21,CUST00667,PROD0291,3,10400,0.0937,Wallet,Website,NONE,Delivered
ORD000144,2025-08-10,CUST00576,PROD0074,2,12400,0.0466,UPI,Mobile App,NONE,Delivered
ORD000145,2025-11-13,CUST00371,PROD0006,1,20300,0.1479,Debit Card,Mobile App,FESTIVE15,Delivered
ORD000146,2025-01-28,CUST00113,PROD0074,2,12400,0.0691,UPI,Website,NONE,Delivered
ORD000147,2025-10-21,CUST00603,PROD0250,2,8200,0.1243,UPI,Mobile App,NONE,Delivered
ORD000148,2025-03-01,CUST00968,PROD0227,4,4150,0,UPI,Mobile App,SAVE20,Delivered
ORD000149,2025-11-11,CUST00668,PROD0007,1,10450,0.1461,UPI,Mobile App,NONE,Delivered
ORD000150,2025-01-21,CUST00091,PROD0276,3,7300,0.0491,UPI,Mobile App,APPONLY10,Delivered
ORD000151,2025-10-24,CUST00893,PROD0132,3,7450,0.0926,Debit Card,Mobile App,NONE,Delivered
ORD000152,2025-08-20,CUST00217,PROD0115,1,2600,0.1077,UPI,Website,WELCOME10,Delivered
ORD000153,2025-09-14,CUST00622,PROD0160,2,8050,0.1511,UPI,Website,NONE,Delivered
ORD000154,2025-11-05,CUST00959,PROD0034,1,1950,0.0192,COD,Mobile App,NONE,Delivered
ORD000155,2025-05-05,CUST00786,PROD0084,1,9250,0.0773,UPI,Mobile App,FESTIVE15,Cancelled
ORD000156,2025-12-11,CUST00247,PROD0059,2,28800,0.2326,UPI,Marketplace,NONE,Delivered
ORD000157,2025-03-09,CUST00140,PROD0295,1,1600,0.0795,UPI,Mobile App,NONE,Delivered
ORD000158,2025-06-21,CUST00650,PROD0204,3,400,0.1375,Credit Card,Website,APPONLY10,Delivered
ORD000159,2025-01-25,CUST00433,PROD0122,3,6100,0.1361,Debit Card,Website,WELCOME10,Delivered
ORD000160,2025-04-26,CUST00249,PROD0125,1,8350,0.1767,Credit Card,Website,APPONLY10,Delivered
ORD000161,2025-09-25,CUST00946,PROD0209,4,4900,0.0898,UPI,Website,NONE,Delivered
ORD000162,2025-05-11,CUST00936,PROD0048,1,32250,0.046,Credit Card,Mobile App,NONE,Delivered
ORD000163,2025-06-08,CUST00134,PROD0257,1,750,0.0712,COD,Mobile App,NONE,Delivered
ORD000164,2025-04-03,CUST00087,PROD0031,1,12450,0.1012,Credit Card,Mobile App,FESTIVE15,Delivered
ORD000165,2025-10-06,CUST00261,PROD0121,1,5600,0.091,Credit Card,Mobile App,NONE,Delivered
ORD000166,2025-12-31,CUST00873,PROD0197,1,350,0.1531,Debit Card,Website,NONE,Processing
ORD000167,2025-03-13,CUST00302,PROD0118,1,7750,0.0955,UPI,Mobile App,NONE,Delivered
ORD000168,2025-04-01,CUST00241,PROD0294,1,1500,0.0088,Net Banking,Website,NONE,Delivered
ORD000169,2025-10-08,CUST00557,PROD0115,1,2600,0.0602,Net Banking,Website,NONE,Delivered
ORD000170,2025-07-30,CUST00319,PROD0270,1,8700,0.1505,Debit Card,Website,NONE,Delivered
ORD000171,2025-03-22,CUST00460,PROD0020,1,10700,0.0942,UPI,Website,NONE,Delivered
ORD000172,2025-07-25,CUST00526,PROD0228,1,1700,0.1128,COD,Website,NONE,Cancelled
ORD000173,2025-01-15,CUST00500,PROD0217,2,3650,0.1193,COD,Website,SAVE20,Delivered
ORD000174,2025-12-06,CUST00191,PROD0053,2,9650,0.1723,UPI,Website,FESTIVE15,Delivered
ORD000175,2025-12-03,CUST00863,PROD0015,1,19700,0.1097,COD,Website,NONE,Delivered
ORD000176,2025-09-30,CUST00153,PROD0086,1,3900,0.1198,UPI,Mobile App,NONE,Cancelled
ORD000177,2025-02-14,CUST00886,PROD0251,1,550,0,Wallet,Mobile App,FESTIVE15,Delivered
ORD000178,2025-11-22,CUST00197,PROD0143,1,3950,0.1896,Debit Card,Website,NONE,Delivered
ORD000179,2025-03-31,CUST00917,PROD0290,1,6300,0.1423,UPI,Marketplace,NONE,Delivered
ORD000180,2025-09-10,CUST00800,PROD0196,1,850,0.0846,UPI,Mobile App,FESTIVE15,Delivered
ORD000181,2025-01-16,CUST00114,PROD0296,1,8600,0.1264,Wallet,Mobile App,NONE,Delivered
ORD000182,2025-11-08,CUST00072,PROD0275,1,1250,0.1018,Debit Card,Mobile App,NONE,Delivered
ORD000183,2025-02-12,CUST00472,PROD0020,4,10700,0.0239,UPI,Mobile App,FESTIVE15,Delivered
ORD000184,2025-06-18,CUST00358,PROD0147,1,3000,0.1237,Debit Card,Marketplace,NONE,Delivered
ORD000185,2025-05-23,CUST00202,PROD0003,1,34850,0.1474,Net Banking,Website,NONE,Delivered
ORD000186,2025-05-13,CUST00044,PROD0014,1,20350,0.07,Credit Card,Mobile App,NONE,Delivered
ORD000187,2025-06-16,CUST00536,PROD0269,1,700,0.1724,Credit Card,Mobile App,FESTIVE15,Delivered
ORD000188,2025-03-29,CUST00174,PROD0067,1,5200,0.1324,Debit Card,Marketplace,NONE,Processing
ORD000189,2025-02-15,CUST00893,PROD0133,2,8050,0.1048,Credit Card,Mobile App,NONE,Delivered
ORD000190,2025-03-24,CUST00263,PROD0083,1,10700,0.1209,UPI,Marketplace,NONE,Delivered
ORD000191,2025-04-27,CUST00967,PROD0020,1,10700,0.1394,Credit Card,Marketplace,FESTIVE15,Delivered
ORD000192,2025-07-21,CUST00421,PROD0154,1,7150,0.1588,Credit Card,Website,NONE,Delivered
ORD000193,2025-11-27,CUST00555,PROD0075,1,7300,0.1557,Credit Card,Website,NONE,Delivered
ORD000194,2025-05-26,CUST00204,PROD0188,1,2600,0.0388,UPI,Website,NONE,Delivered
ORD000195,2025-06-06,CUST00030,PROD0170,2,800,0.1196,Credit Card,Mobile App,FESTIVE15,Delivered
ORD000196,2025-11-15,CUST00802,PROD0163,1,3550,0.1377,UPI,Mobile App,APPONLY10,Delivered
ORD000197,2025-01-11,CUST00408,PROD0114,2,11150,0.1403,UPI,Mobile App,NONE,Delivered
ORD000198,2025-04-07,CUST00627,PROD0250,1,8200,0.0344,UPI,Mobile App,NONE,Delivered
ORD000199,2025-06-28,CUST00540,PROD0075,1,7300,0.0584,Net Banking,Mobile App,NONE,Delivered
ORD000200,2025-03-23,CUST00143,PROD0204,1,400,0.0881,Debit Card,Mobile App,NONE,Delivered
ORD000201,2025-08-01,CUST00969,PROD0293,1,1500,0.1506,Credit Card,Mobile App,WELCOME10,Delivered
ORD000202,2025-07-27,CUST00743,PROD0158,2,6450,0.1396,Wallet,Website,NONE,Delivered
ORD000203,2025-04-23,CUST00142,PROD0011,1,27700,0.115,Net Banking,Mobile App,APPONLY10,Delivered
ORD000204,2025-11-18,CUST00277,PROD0166,1,8950,0.16,UPI,Mobile App,NONE,Delivered
ORD000205,2025-06-02,CUST00841,PROD0150,1,1950,0.1212,UPI,Mobile App,NONE,Delivered
ORD000206,2025-11-10,CUST00063,PROD0024,1,19600,0.0977,COD,Website,SAVE20,Delivered
ORD000207,2025-10-03,CUST00575,PROD0104,2,4750,0.092,Debit Card,Mobile App,BANK5,Delivered
ORD000208,2025-11-21,CUST00217,PROD0122,1,6100,0.2122,UPI,Website,NONE,Delivered
ORD000209,2025-07-24,CUST00424,PROD0219,1,4900,0.1487,Debit Card,Marketplace,NONE,Delivered
ORD000210,2025-09-24,CUST00778,PROD0290,1,6300,0.1545,Credit Card,Mobile App,NONE,Delivered
ORD000211,2025-02-20,CUST00391,PROD0275,4,1250,0.1242,Credit Card,Website,SAVE20,Delivered
ORD000212,2025-08-07,CUST00331,PROD0003,2,34850,0.1148,UPI,Website,APPONLY10,Delivered
ORD000213,2025-05-27,CUST00930,PROD0124,1,750,0.1796,Credit Card,Marketplace,APPONLY10,Delivered
ORD000214,2025-02-03,CUST00541,PROD0049,1,32850,0.019,UPI,Marketplace,NONE,Delivered
ORD000215,2025-05-23,CUST00141,PROD0294,2,1500,0.1368,Debit Card,Website,NONE,Delivered
ORD000216,2025-05-21,CUST00259,PROD0125,1,8350,0.1296,Net Banking,Mobile App,NONE,Delivered
ORD000217,2025-02-25,CUST00243,PROD0057,1,1850,0.0597,COD,Marketplace,NONE,Delivered
ORD000218,2025-11-12,CUST00759,PROD0220,1,1050,0.1735,UPI,Website,FESTIVE15,Delivered
ORD000219,2025-08-04,CUST00561,PROD0105,1,10000,0.0963,Debit Card,Website,BANK5,Delivered
ORD000220,2025-03-19,CUST00895,PROD0194,1,950,0.1065,UPI,Mobile App,NONE,Delivered
ORD000221,2025-07-05,CUST00508,PROD0118,1,7750,0.0158,Credit Card,Website,NONE,Delivered
ORD000222,2025-03-11,CUST00312,PROD0014,1,20350,0.2056,UPI,Website,APPONLY10,Delivered
ORD000223,2025-08-12,CUST00467,PROD0017,1,22600,0.0458,COD,Website,APPONLY10,Delivered
ORD000224,2025-06-10,CUST00450,PROD0147,1,3000,0.1566,Debit Card,Website,NONE,Delivered
ORD000225,2025-11-16,CUST00910,PROD0029,1,25650,0.1592,UPI,Website,WELCOME10,Delivered
ORD000226,2025-10-15,CUST00324,PROD0276,1,7300,0.0557,UPI,Mobile App,NONE,Delivered
ORD000227,2025-06-28,CUST00624,PROD0274,1,1700,0.1184,COD,Mobile App,BANK5,Delivered
ORD000228,2025-10-30,CUST00846,PROD0258,1,8900,0.0325,Credit Card,Website,NONE,Delivered
ORD000229,2025-05-26,CUST00253,PROD0088,4,2500,0.0755,Credit Card,Mobile App,NONE,Delivered
ORD000230,2025-01-26,CUST00868,PROD0003,1,34850,0.0882,Credit Card,Mobile App,NONE,Delivered
ORD000231,2025-06-14,CUST00250,PROD0073,1,6600,0.1,Wallet,Mobile App,FESTIVE15,Delivered
ORD000232,2025-04-16,CUST00313,PROD0216,2,3100,0.1075,Credit Card,Website,FESTIVE15,Delivered
ORD000233,2025-04-03,CUST00560,PROD0022,2,34100,0.0233,Net Banking,Marketplace,NONE,Delivered
ORD000234,2025-10-18,CUST00758,PROD0300,2,3650,0.1492,UPI,Website,NONE,Delivered
ORD000235,2025-06-12,CUST00947,PROD0263,2,11850,0.0734,Net Banking,Mobile App,SAVE20,Processing
ORD000236,2025-10-04,CUST00335,PROD0243,1,6450,0.1079,UPI,Website,APPONLY10,Delivered
ORD000237,2025-12-24,CUST00737,PROD0298,1,5050,0.1505,UPI,Website,NONE,Delivered
ORD000238,2025-06-22,CUST00125,PROD0084,2,9250,0.0923,COD,Website,NONE,Delivered
ORD000239,2025-09-13,CUST00775,PROD0152,1,8850,0.1131,UPI,Mobile App,NONE,Delivered
ORD000240,2025-01-20,CUST00603,PROD0240,1,1650,0.0672,UPI,Website,FESTIVE15,Cancelled
ORD000241,2025-04-11,CUST00578,PROD0205,1,3650,0.003,UPI,Website,NONE,Delivered
ORD000242,2025-05-09,CUST00211,PROD0085,2,1900,0.0745,UPI,Website,NONE,Processing
ORD000243,2025-08-06,CUST00321,PROD0250,2,8200,0.0911,Debit Card,Mobile App,NONE,Delivered
ORD000244,2025-12-08,CUST00502,PROD0101,1,4800,0.1684,Net Banking,Website,NONE,Delivered
ORD000245,2025-12-19,CUST00092,PROD0016,2,19050,0.2247,UPI,Website,NONE,Delivered
ORD000246,2025-03-30,CUST00711,PROD0285,1,6050,0.1577,Net Banking,Website,WELCOME10,Cancelled
ORD000247,2025-03-13,CUST00703,PROD0028,2,23350,0.1,UPI,Website,NONE,Delivered
ORD000248,2025-04-26,CUST00710,PROD0081,1,650,0,UPI,Mobile App,NONE,Delivered
ORD000249,2025-03-05,CUST00627,PROD0125,1,8350,0.1259,Wallet,Mobile App,FESTIVE15,Delivered
ORD000250,2025-06-20,CUST00515,PROD0136,1,8500,0.1525,Credit Card,Website,WELCOME10,Delivered
ORD000251,2025-12-02,CUST00260,PROD0041,1,25300,0.2004,Credit Card,Marketplace,NONE,Delivered
ORD000252,2025-07-10,CUST00304,PROD0014,2,20350,0.0511,Debit Card,Mobile App,NONE,Delivered
ORD000253,2025-03-16,CUST00003,PROD0299,2,2650,0.2217,UPI,Website,NONE,Delivered
ORD000254,2025-02-24,CUST00214,PROD0020,4,10700,0.0958,Credit Card,Website,APPONLY10,Delivered
ORD000255,2025-10-13,CUST00875,PROD0092,3,5200,0.1277,Debit Card,Marketplace,NONE,Delivered
